company_name,country,website,industry,employees,confidence_score,evidence,source,source_url
Würth Group,DE,,,,,Wholesale - Navision,theirstack_expansion_batch3,
Yaskawa,DE,,,,,Robotics - Navision,theirstack_expansion_batch3,
anaptis GmbH,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ifm electronic,DE,,,,,Sensors - Navision ERP,theirstack_germany_batch1,
powwow,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
20 years ago today: The story behind Microsoft’s acquisition of Danish ...,DK,startupmafia.eu,,,,"Aug 9, 2022 · Microsoft had made a bid to buy the Danish technology company Navision. The Americans were ready to put more than 10 billion kroner in cool cash on the table to realise their …",country_expansion_v6_dk,
Aarhus University,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Abakion A/S,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Bornerups,DK,,,,,Consulting - Dynamics NAV,theirstack_expansion_batch2,
Bunker Holding A/S,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Consit Gruppen,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Continia Software,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Danish Agro,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Demant,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Dental Traumatology,DK,,,,,Healthcare - Dynamics NAV,theirstack_global_batch2,
EET Group,DK,,,,,Kendskab til Navision en fordel,LinkedIn,
EXPO-NET Danmark,DK,,,,,Implementerer Navision,TheirStack,
Eidorff Dental,DK,,,,,Healthcare - Navision,theirstack_expansion_batch2,
Elbek & Vejrup,DK,,,,,Consulting - Navision,theirstack_expansion_batch2,
Falck,DK,,,,,Listed on TheirStack as using Navision,theirstack,
GN Group,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Hedegaard Nordic,DK,,,,,Consulting - Dynamics NAV,theirstack_expansion_batch2,
Hounisen,DK,,,,,Medical - Navision,theirstack_expansion_batch2,
Inco A/S,DK,,,,,Gået live med Dynamics NAV integreret med LS Retail POS system,manual_smoking_gun_v2,
Interspiro,DK,https://dynamicweb.com/customers?Integration=DynamicsNAV,,,,B2B e-commerce + Navision integration,DynamicWeb case,
Intrum AB,DK,,,,,Listed on TheirStack as using Navision,theirstack,
JET TAGESLICHT & RWA GMBH,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Kriminalforsorgen,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Københavns Universitet,DK,,,,,Listed on TheirStack as using Navision,theirstack,
MFT Energy,DK,,,,,Energy - Dynamics NAV,theirstack_expansion_batch2,
Meraki,DK,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
NORMAL A/S,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
NaviLogic,DK,,,,,Consulting - Navision,theirstack_expansion_batch2,
Navisupport,DK,,,,,IT services - Dynamics NAV,theirstack_expansion_batch2,
Nobelfresh,DK,,,,,Food - Dynamics NAV,theirstack_expansion_batch2,
Pandora Jewelry,DK,,,,,Manufacturing - Bruger Microsoft Dynamics NAV (nævnt i industri rapport),smoking_gun_hunt,
Producton Group,DK,,,,,Manufacturing - Navision,theirstack_expansion_batch2,
Produkter – Dynamics Danmark,DK,www.dynamicsdanmark.dk,,,,"En løsning, der har vist sit værd, og som er let at tilpasse og integrere. I over 40 år har Microsoft Dynamics NAV leveret funktionalitet, performance og brugervenlighed, som benyttes af mere end …",country_expansion_v6_dk,
Quooker Skandinavien A/S,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Søstrene Grene,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
"Teknisk Indkøber & NAV Specialist, Airco DIET A/S | VORES Fredericia",DK,vores-fredericia.dk,,,,"Jan 23, 2024 · Administrativt vil du få ansvaret for at afstemme, opdatere og vedligeholde vare-, ordre- og leveringsdata i NAV (Navision BC 14) og sikre leverancer på tværs af organisationen.",country_expansion_v4_dk,
Telia Bornholm,DK,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Telia Denmark,DK,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Unilite,DK,,,,,Technology - Navision,theirstack_expansion_batch2,
Vipp,DK,,,,,Bruger Microsoft Dynamics NAV som ERP (integrated with WMS),smoking_gun_hunt,
Vipp ApS,DK,,,,,Bruger Microsoft Dynamics NAV som ERP integreret med WMS (design møbler),manual_smoking_gun_v2,
Visuel Data,DK,,,,,Power BI til Navision,LinkedIn,
Vognsen Rådgivende,DK,,,,,Consulting - Dynamics NAV,theirstack_expansion_batch2,
emagine,DK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
inco,DK,,,,,Gået live med Dynamics NAV integreret med LS Retail,smoking_gun_hunt,
itm8,DK,,,,,Listed on TheirStack as using Navision,theirstack,
Ørsted,DK,,,,,"Søger: ""ERP-ansvarlig med Dynamics NAV erfaring""",manual_smoking_gun_v2,
Aptus Group,EE,,,,,IT services - Dynamics NAV,theirstack_global_batch2,
Elisa Estonia,EE,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
ElringKlinger,EE,,,,,Auto parts - Dynamics NAV,theirstack_baltic_nordic_batch1,
Fortum,EE,,,,,Energy - Navision,theirstack_baltic_nordic_batch1,
LHV Bank,EE,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
Luminor Estonia,EE,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
Nordea Estonia,EE,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
SEB Estonia,EE,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
Swedbank Estonia,EE,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
Telia Estonia,EE,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
ACS Group,ES,,,,,Construction - Navision,theirstack_global_batch2,
Auxadi,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Excelia,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Lãberit,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Melt Group,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Modern Talent Hub,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
NUNSYS,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Northius,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Rossmann Droguería España S.L.,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
WeHunt España,ES,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Bespoke headhunting (by HRWU),FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
DNA Finland,FI,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Elisa Finland,FI,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Oy Lunden Ab Jalostaja,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Pamark Group,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Reima,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
TEPCOMP,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Temet,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Toughbyte,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
iLOQ,FI,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Telia Faroe Islands,FO,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
ABSYS CYBORG,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ALPA,FR,,,,,Manufacturing - Dynamics NAV,theirstack_europe_batch1,
BCSYS,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
BNP Paribas,FR,,,,,TheirStack Navision user - 184k employees,theirstack_scrape_v1,
Cromology,FR,,,,,Retail - Dynamics NAV,theirstack_europe_batch1,
Generix,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Hermadix,FR,,,,,Technology - Navision,theirstack_europe_batch1,
Kicklox,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
MIGSO-PCUBED,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Michelin,FR,,,,,Tires - Dynamics NAV,theirstack_expansion_batch3,
Prodware,FR,,,,,IT services - Navision,theirstack_europe_batch1,
SOLWARE GROUP,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Sequans,FR,,,,,Semiconductors - Dynamics NAV,theirstack_europe_batch1,
Servier,FR,,,,,Pharma - Dynamics NAV,theirstack_europe_batch1,
Talan,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
VELUX,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
VINCI,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Vert Bleu Group,FR,,,,,Manufacturing - Navision,theirstack_global_batch2,
mylight150,FR,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
1st Technologies Ltd,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Acteon Group Ltd.,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Barclays,GB,,,,,Dynamics NAV operations,theirstack_enterprise,
Dovetail Recruitment Ltd,GB,,,,,Microsoft Dynamics NAV customer,expansion_batch_2,
EY Ernst & Young,GB,,,,,"TheirStack Navision user - 400k employees, $45B revenue",theirstack_scrape_v1,
EnQuest Energy,GB,,,,,Energy - Dynamics NAV,theirstack_expansion_batch2,
Encore Trade Union,GB,,,,,Non-Profit - Dynamics NAV,theirstack_global_batch2,
Enva,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Footasylum,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Indicia Worldwide,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Net World Sports,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Node4,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Rolls-Royce,GB,,,,,Navision engineering,theirstack_enterprise,
SIAN Wholesale,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Tesco PLC,GB,,,,,Dynamics NAV inventory,theirstack_enterprise,
The 365 People,GB,,,,,Working with Dynamics NAV since version 1.0 4000+ years experience,global_detective_v2,
United Living Group,GB,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Telia Greenland,GL,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
MOL Group,HU,,,,,Energy - Dynamics NAV,theirstack_global_batch2,
Evergreen Healthfoods,IE,,,,,Retail - Dynamics NAV,theirstack_global_batch2,
Simply Dynamics,IE,,,,,Consulting - Dynamics NAV,theirstack_expansion_batch2,
Accenture,IN,,,,,Navision,theirstack_india_batch1,
Capgemini,IN,,,,,Dynamics NAV,theirstack_india_batch1,
Cognizant,IN,,,,,Navision,theirstack_india_batch1,
L&T Infotech,IN,,,,,Navision,theirstack_india_batch1,
LTIMindtree,IN,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Mogi I/O : OTT/Podcast/Short Video Apps for you,IN,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Mphasis,IN,,,,,Dynamics NAV,theirstack_india_batch1,
Qode,IN,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Shaligram Infotech,IN,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Synoverge,IN,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Synoverge Technologies Pvt. Ltd,IN,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Telia Iceland,IS,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Castelfalfi,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Centrufficio SpA - CUFMilano,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Eurointerim spa,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Farmina,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Global System,IT,,,,,Microsoft Dynamics NAV customer,expansion_batch_2,
IDLO - International Development Law Organization,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
IRBM,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Inox Tech S.p.A.,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Iperal Supermercati,IT,,,,,Retail - Dynamics NAV,theirstack_global_batch2,
Mapei,IT,,,,,Chemicals - Navision,theirstack_global_batch2,
Oberalp Group,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Shopfully,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
The Level Group,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
emeis Italia,IT,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ASICS,JP,,,,,Sports apparel - Dynamics NAV,theirstack_europe_batch1,
Aisin,JP,,,,,Auto parts - Dynamics NAV,theirstack_europe_batch1,
Canon,JP,,,,,Cameras - Navision,theirstack_europe_batch1,
Denso,JP,,,,,Auto parts - Navision,theirstack_europe_batch1,
Fujitsu,JP,,,,,IT services - Dynamics NAV,theirstack_europe_batch1,
Hitachi,JP,,,,,Conglomerate - Navision,theirstack_europe_batch1,
Honda,JP,,,,,Cars - Dynamics NAV,theirstack_europe_batch1,
Mazda,JP,,,,,Cars - Navision,theirstack_europe_batch1,
Mitsubishi,JP,,,,,Conglomerate - Dynamics NAV,theirstack_europe_batch1,
Mitsubishi Electric,JP,,,,,Electronics - Navision,theirstack_europe_batch1,
Nissan,JP,,,,,Cars - Navision,theirstack_europe_batch1,
Panasonic,JP,,,,,Electronics - Dynamics NAV,theirstack_europe_batch1,
Ricoh,JP,,,,,Printers - Dynamics NAV,theirstack_europe_batch1,
Sharp,JP,,,,,Electronics - Navision,theirstack_europe_batch1,
Sony,JP,,,,,Electronics - Navision,theirstack_europe_batch1,
Subaru,JP,,,,,Cars - Dynamics NAV,theirstack_europe_batch1,
Toshiba,JP,,,,,Electronics - Dynamics NAV,theirstack_europe_batch1,
Toyota,JP,,,,,Cars - Dynamics NAV,theirstack_europe_batch1,
Yamaha,JP,,,,,Musical instruments - Navision,theirstack_europe_batch1,
About DEEX Korea 딕스코리아를 말하다 - 딕스코리아 DEEX Korea,KR,deex.co.kr,,,,Microsoft Dynamics NAV 의 한국어 번역과 한국 부가세 처리 및 신고를 위한 모듈을 개발합니다. 완구 제조업체인 오로라 월드의 미국법인 ERP 프로젝트를 진행합니다. 전체 매출 9억원 중에서 수출 비중이 …,country_expansion_v5_kr,
Bite Lithuania,LT,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Elisa Lithuania,LT,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Luminor Lithuania,LT,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
SEB Lithuania,LT,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
Swedbank Lithuania,LT,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
Tele2 Lithuania,LT,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Telia Lithuania,LT,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Bite Latvia,LV,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Citadele,LV,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
Elisa Latvia,LV,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Latvijas Gāze,LV,,,,,Energy - Navision,theirstack_baltic_nordic_batch1,
Luminor Latvia,LV,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
Rietumu Banka,LV,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
SEB Latvia,LV,,,,,Banking - Navision,theirstack_baltic_nordic_batch1,
Swedbank Latvia,LV,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
Tele2 Latvia,LV,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Telia Latvia,LV,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Unibank,LV,,,,,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,
ABN AMRO,NL,,,,,Banking - Dynamics NAV,theirstack_expansion_batch3,
ASML,NL,,,,,Semiconductors - Navision,theirstack_expansion_batch3,
Adfocom,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Adyen,NL,,,,,Payments - Navision,theirstack_expansion_batch3,
AkzoNobel,NL,,,,,Chemicals - Dynamics NAV,theirstack_expansion_batch3,
Alphatron Marine,NL,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
BASF,NL,,,,,Chemicals - Navision,theirstack_expansion_batch3,
Bayer,NL,,,,,Pharma - Dynamics NAV,theirstack_expansion_batch3,
Brand Masters BV,NL,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
Companial,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
DO IT ORGANIC,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
FrieslandCampina,NL,,,,,Dairy - Dynamics NAV,theirstack_expansion_batch3,
Geyer Nederland B.V.,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
HAL Allergy Group,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Heineken,NL,,,,,Beverages - Dynamics NAV,theirstack_expansion_batch3,
ING Group,NL,,,,,Banking - Navision,theirstack_expansion_batch3,
Jelling,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Koers,NL,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
Nivel Groep,NL,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
Philips,NL,,,,,Healthcare - Dynamics NAV,theirstack_expansion_batch3,
Rabobank,NL,,,,,Banking - Navision,theirstack_expansion_batch3,
Randstad,NL,,,,,HR - Navision,theirstack_expansion_batch3,
Shell,NL,,,,,Energy - Navision,theirstack_expansion_batch3,
Spar International,NL,,,,,Microsoft Dynamics NAV customer - $32B revenue,global_research_expansion,
TomTom,NL,,,,,GPS - Navision,theirstack_expansion_batch3,
TotalEnergies,NL,,,,,Energy - Dynamics NAV,theirstack_expansion_batch3,
Unilever,NL,,,,,FMCG - Navision,theirstack_expansion_batch3,
Van der Starre,NL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Volkswagen Group,NL,,,,,Auto - Dynamics NAV,theirstack_expansion_batch3,
CEWE Japan Photo,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
DeepOcean,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
NAVTOR,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Nel Hydrogen,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Orkla Health,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Regnskapsbyrå Stavanger | Regnskapsfirma | Lønn | Automation,NO,norian.no,,,,"Hos NORIAN leverer vi regnskap gjennom anerkjente systemer som Tripletex, Xledger, PowerOffice Go, samt andre store ERP-systemer som Microsoft Dynamics, Navision og SAP.",country_expansion_v5_no,
StrongPoint,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Telia Norway,NO,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Vizrt,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Wilhelmsen,NO,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ASB Bank,NZ,,,,,Banking - Navision,theirstack_other_batch1,
Air New Zealand,NZ,,,,,Airlines - Navision,theirstack_other_batch1,
Fonterra,NZ,,,,,Dairy - Dynamics NAV,theirstack_other_batch1,
New Zealand Police,NZ,,,,,Government - Navision,theirstack_global_batch2,
11 bit,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
11 bit studios,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
ASEE,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Alior Bank,PL,,,,,Banking - Dynamics NAV,theirstack_centraleurope_batch1,
Asobo Studio,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
BZ WBK,PL,,,,,Banking - Navision,theirstack_centraleurope_batch1,
Bank Handlowy,PL,,,,,Banking - Dynamics NAV,theirstack_centraleurope_batch1,
Bank Millennium,PL,,,,,Banking - Navision,theirstack_centraleurope_batch1,
Bank Pekao,PL,,,,,Banking - Navision,theirstack_centraleurope_batch1,
Bidfood Farutex,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
CD Projekt,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
CD Projekt Red,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
Deployed,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
EA Poland,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
Factech,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Flying Wild Hog,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
Getin Bank,PL,,,,,Banking - Dynamics NAV,theirstack_centraleurope_batch1,
Grupa TVN,PL,,,,,Media - Navision,theirstack_centraleurope_batch1,
Gry Online,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
ING Bank,PL,,,,,Banking - Navision,theirstack_centraleurope_batch1,
Inter Cars S.A.,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Orange Polska,PL,,,,,Telecom - Dynamics NAV,theirstack_centraleurope_batch1,
PKO BP,PL,,,,,Banking - Navision,theirstack_centraleurope_batch1,
PKO Bank,PL,,,,,Banking - Dynamics NAV,theirstack_centraleurope_batch1,
People Can Fly,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
PlayWay,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
Polsat,PL,,,,,Media - Navision,theirstack_centraleurope_batch1,
Praca.pl,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
SGB Bank,PL,,,,,Banking - Dynamics NAV,theirstack_centraleurope_batch1,
Santander Bank,PL,,,,,Banking - Navision,theirstack_centraleurope_batch1,
Sega Europe,PL,,,,,Gaming - Navision,theirstack_centraleurope_batch1,
Techland,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
Techland Publishing,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
The Creative Assembly,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
The Farm 51,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
Trio Line Polska Sp. z o.o.,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Ubisoft Poland,PL,,,,,Gaming - Dynamics NAV,theirstack_centraleurope_batch1,
co.brick,PL,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
mBank,PL,,,,,Banking - Dynamics NAV,theirstack_centraleurope_batch1,
Margarida Antunes - Payroll Specialist | Recursos Humanos | NAV ...,PT,pt.linkedin.com,,,,Payroll Specialist | Recursos Humanos | NAV (Navision) | Compliance &amp; Legislação Laboral · Experiência: ManpowerGroup · Formação acadêmica: FEUC - Faculdade de Economia da …,country_expansion_v6_pt,
Mowasalat,QA,,,,,Transportation - Dynamics NAV,theirstack_global_batch2,
Kepler Management,RO,,,,,Finance - Dynamics NAV,theirstack_global_batch2,
NAGA,RO,,,,,Finance - Navision,theirstack_global_batch2,
Producton Group,RO,,,,,"Executive Director: ""Satisfied with Dynamics NAV - real-time reporting, 14 butikker, 9M Euro omsætning""",smoking_gun_hunt,
О нас - naviserv.ru,RU,www.naviserv.ru,,,,"Основная специализация компании «НавиСерв» — реализация проектов комплексной автоматизации предприятий на базе широко известной ERP-системы Microsoft Dynamics NAV, …",country_expansion_v5_ru,
Ministry of Education,SA,,,,,Government - Navision,theirstack_global_batch2,
4PS Sweden,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
AddSecure,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Anticimex,SE,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
BHG Group,SE,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
Grundéns,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
IKEA,SE,,,,,Retail - Bruger Microsoft Dynamics NAV (nævnt i industri rapport),smoking_gun_hunt,
Intrum,SE,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
J.Lindeberg,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Klarna,SE,,,,,Dynamics NAV,theirstack_enterprise,
Logent,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Medius,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Perstorp Group,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Project Destination,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Region Västmanland,SE,,,,,Microsoft Dynamics NAV user,expansion_batch_2,
Sandvik,SE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Spotify,SE,,,,,Navision finance,theirstack_enterprise,
Telia Dalarö,SE,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Telia Gotland,SE,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Telia Nordic,SE,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
Telia Värmland,SE,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
Telia Öland,SE,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
AFON,SG,,,,,Technology - Navision,theirstack_global_batch2,
Elioplus,SG,,,,,Technology - Dynamics NAV,theirstack_global_batch2,
Telia Svalbard,SJ,,,,,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,
John Hardy,TH,,,,,Jewelry - Dynamics NAV,theirstack_global_batch2,
Foxconn,TW,,,,,Electronics - Navision,theirstack_global_batch2,
Sigma Software,UA,,,,,IT services - Navision,theirstack_global_batch2,
Cranswick,UK,,,,,Bruger Microsoft Dynamics NAV MRP (Consumer Packaged Goods),smoking_gun_hunt,
Cranswick plc,UK,,,,,"Bruger Microsoft Dynamics NAV MRP som ERP system (Consumer Packaged Goods, £2.3B revenue)",manual_smoking_gun_v2,
Footasylum,UK,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,TheirStack,
Wentworth Laboratories,UK,,,,,Bruger Microsoft Dynamics NAV MRP (Manufacturing),smoking_gun_hunt,
4over,US,,,,,Printing - Navision,theirstack_expansion_batch3,
AMETEK,US,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Action Against Hunger,US,,,,,Microsoft Dynamics NAV - $200M-1000M revenue,global_research_expansion,
Alphavima,US,,,,,Manufacturing - Navision,theirstack_global_batch2,
Amazon,US,,,,,Dynamics NAV warehouse,theirstack_enterprise,
