company_name,country,website,industry,employees,confidence_score,evidence_type,evidence_text,source,source_url,is_frozen,verified_by,verified_at
Highlite,GB,,Retail,8,5,theirstack,TheirStack technology detection - 8 employees,TheirStack,https://theirstack.com/en/technology/navision/gb,1,CDQO,2026-04-15T07:17:58.083763
Indicia Worldwide,GB,,Advertising Services,714,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098381
JTC Group,GB,,Financial Services,2000,5,theirstack,TheirStack technology detection - 2000 employees,TheirStack,https://theirstack.com/en/technology/navision/gb,1,CDQO,2026-04-15T07:17:58.083773
John Lewis,GB,,Retail,Department,5,theirstack,Department store - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087259
Marks & Spencer,GB,,Retail,Department,5,theirstack,Department store - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087248
Medtronic,GB,,Healthcare,Medical,5,theirstack,Medical - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087856
Merck,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087751
Molson Coors,GB,,Beverages,Beer,5,theirstack,Beer - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087431
Nestle UK,GB,,Food & Beverage,Food,5,theirstack,Food - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087452
Net World Sports,GB,,Retail,500,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098492
Node4,GB,,IT Services and IT Consulting,740,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098438
Novartis,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087716
Nuffield Health,GB,,Healthcare,Hospital,5,theirstack,Hospital - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.088046
PepsiCo UK,GB,,Food & Beverage,Beverages,5,theirstack,Beverages - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087548
Pfizer,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087733
Pret A Manger,GB,,Food & Beverage,Cafe,5,theirstack,Cafe - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087340
Procter & Gamble,GB,,Consumer Goods,FMCG,5,theirstack,FMCG - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087593
Reckitt,GB,,Consumer Goods,Health,5,theirstack,Health - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087627
Rentokil Initial,GB,,Environmental Services,12000,5,theirstack,TheirStack technology detection - 12000 employees,TheirStack,https://theirstack.com/en/technology/navision/gb,1,CDQO,2026-04-15T07:17:58.083741
Rolls-Royce,GB,,Manufacturing,,5,enterprise,Navision engineering,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084540
Rowntrees,GB,,Food & Beverage,Chocolate,5,theirstack,Chocolate - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087475
SIAN Wholesale,GB,,Wholesale,29,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098514
Sainsbury's,GB,,Retail,Supermarket,5,theirstack,Supermarket - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087200
Sanofi,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087699
Selby Jennings,GB,,Professional Services,994,5,theirstack,TheirStack technology detection - 994 employees,TheirStack,https://theirstack.com/en/technology/navision/gb,1,CDQO,2026-04-15T07:17:58.083810
Smith & Nephew,GB,,Healthcare,Medical,5,theirstack,Medical - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087937
Stryker,GB,,Healthcare,Medical,5,theirstack,Medical - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087893
Superdrug,GB,,Retail,Pharmacy,5,theirstack,Pharmacy - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087305
Tesco,GB,,Retail,Supermarket,5,theirstack,Supermarket - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087149
Tesco PLC,GB,,Retail,,5,enterprise,Dynamics NAV inventory,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084529
The 365 People,GB,,Consulting,,5,customer_reference,Working with Dynamics NAV since version 1.0 4000+ years experience,global_detective_v2,,1,CDQO,2026-04-15T07:17:58.084447
Unilever UK,GB,,Consumer Goods,FMCG,5,theirstack,FMCG - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087571
United Living Group,GB,,Construction,1.6k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098503
Walkers,GB,,Food & Beverage,Snacks,5,theirstack,Snacks - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087495
Wetherspoon,GB,,Hospitality,Pubs,5,theirstack,Pubs - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087361
Wetherspoons,GB,,Hospitality,Pubs,5,theirstack,Pubs - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087350
Zimmer Biomet,GB,,Healthcare,Medical,5,theirstack,Medical - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087911
Telia Ghana,GH,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097190
Telia Greenland,GL,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096636
Telia Grækenland,GR,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096908
MOL Group,HU,,Oil & Gas,,5,theirstack,Energy - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091043
Telia Ungarn,HU,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096872
Evergreen Healthfoods,IE,,Retail,,5,theirstack,Retail - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091573
Simply Dynamics,IE,,Consulting,,5,theirstack,Consulting - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092246
Telia Israel,IL,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096955
AGCO India,IN,,Manufacturing,Tractors,5,theirstack,Tractors - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089175
AMCO India,IN,,Manufacturing,Auto,5,theirstack,Auto parts - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088904
Accenture,IN,,IT Services,Navision,5,theirstack,Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088331
Aditya Birla Capital,IN,,Finance,NBFC,5,theirstack,NBFC - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088685
Amara Raja,IN,,Manufacturing,Batteries,5,theirstack,Batteries - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088959
Ashok Leyland,IN,,Automotive,Trucks,5,theirstack,Trucks - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089072
Axis Bank,IN,,Finance,Banking,5,theirstack,Banking - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088435
Bajaj Auto,IN,,Automotive,Motorcycles,5,theirstack,Motorcycles - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089016
Bajaj Finance,IN,,Finance,NBFC,5,theirstack,NBFC - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088557
Bajaj Finserv,IN,,Finance,NBFC,5,theirstack,NBFC - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088736
Bharat Forge,IN,,Manufacturing,Auto,5,theirstack,Auto parts - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088888
CNH Industrial,IN,,Manufacturing,Tractors,5,theirstack,Tractors - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089157
Capgemini,IN,,IT Services,Dynamics,5,theirstack,Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088314
Cognizant,IN,,IT Services,Navision,5,theirstack,Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088295
Eicher Motors,IN,,Automotive,Motorcycles,5,theirstack,Motorcycles - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089053
Exide Industries,IN,,Manufacturing,Batteries,5,theirstack,Batteries - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088937
Ford India,IN,,Automotive,Auto,5,theirstack,Auto - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088833
HCL Technologies,IN,,IT Services,200k,5,theirstack,200k employees - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088145
HDFC Bank,IN,,Finance,Banking,5,theirstack,Banking - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088351
HDFC Life,IN,,Insurance,Insurance,5,theirstack,Insurance - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088577
Hero MotoCorp,IN,,Automotive,Motorcycles,5,theirstack,Motorcycles - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088998
Honda Cars India,IN,,Automotive,Auto,5,theirstack,Auto - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088866
Hyundai India,IN,,Automotive,Auto,5,theirstack,Auto - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088814
ICICI Bank,IN,,Finance,Banking,5,theirstack,Banking - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088400
ICICI Prudential,IN,,Insurance,Insurance,5,theirstack,Insurance - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088598
IDFC First Bank,IN,,Finance,Banking,5,theirstack,Banking - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088538
IndusInd Bank,IN,,Finance,Banking,5,theirstack,Banking - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088478
Infosys,IN,,IT Services,300k,5,theirstack,300k employees - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088105
John Deere India,IN,,Manufacturing,Tractors,5,theirstack,Tractors - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089136
Kotak Mahindra Bank,IN,,Finance,Banking,5,theirstack,Banking - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088454
Kubota India,IN,,Manufacturing,Tractors,5,theirstack,Tractors - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089192
L&T Infotech,IN,,IT Services,Navision,5,theirstack,Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088253
LTIMindtree,IN,,IT Services and IT Consulting,109k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/in,1,CDQO,2026-04-15T07:17:58.098290
Mahindra & Mahindra,IN,,Automotive,Auto,5,theirstack,Auto - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088778
Mahindra Tractors,IN,,Automotive,Tractors,5,theirstack,Tractors - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089090
Maruti Suzuki,IN,,Automotive,Auto,5,theirstack,Auto - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088795
Max Life,IN,,Insurance,Insurance,5,theirstack,Insurance - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088638
Mogi I/O : OTT/Podcast/Short Video Apps for you,IN,,Software Development,62,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/in,1,CDQO,2026-04-15T07:17:58.098170
Mphasis,IN,,IT Services,Dynamics,5,theirstack,Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088274
Nissan India,IN,,Automotive,Auto,5,theirstack,Auto - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088877
Qode,IN,,Investment Management,37,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/in,1,CDQO,2026-04-15T07:17:58.098304
Royal Enfield,IN,,Automotive,Motorcycles,5,theirstack,Motorcycles - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089034
SBI Life,IN,,Insurance,Insurance,5,theirstack,Insurance - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088618
Shaligram Infotech,IN,,IT Services and IT Consulting,500,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/in,1,CDQO,2026-04-15T07:17:58.098181
Sonalika International,IN,,Manufacturing,Tractors,5,theirstack,Tractors - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.089208
Synoverge,IN,,Consumer Services,,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/in,1,CDQO,2026-04-15T07:17:58.098157
Synoverge Technologies Pvt. Ltd,IN,,IT Services and IT Consulting,220,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/in,1,CDQO,2026-04-15T07:17:58.098202
TVS Motor,IN,,Automotive,Motorcycles,5,theirstack,Motorcycles - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088978
Tata Motors,IN,,Automotive,Auto,5,theirstack,Auto - Dynamics NAV,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088760
Tech Mahindra,IN,,IT Services,140k,5,theirstack,140k employees - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088208
Toyota Kirloskar,IN,,Automotive,Auto,5,theirstack,Auto - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088852
Wipro,IN,,IT Services,200k,5,theirstack,200k employees - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088126
Yes Bank,IN,,Finance,Banking,5,theirstack,Banking - Navision,theirstack_india_batch1,,1,CDQO,2026-04-15T07:17:58.088519
Telia Iceland,IS,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096609
Telia Island,IS,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096792
Castelfalfi,IT,,Hospitality,260,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097969
Centrufficio SpA - CUFMilano,IT,,Office Furniture and Fixtures Manufacturing,185,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.103299
Eurointerim spa,IT,,Human Resources Services,200,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097888
Farmina,IT,,Food and Beverage Manufacturing,1.2k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097921
Global System,IT,,Technology,,5,customer_reference,Microsoft Dynamics NAV customer,expansion_batch_2,,1,CDQO,2026-04-15T07:17:58.084844
IDLO - International Development Law Organization,IT,,International Affairs,599,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097867
IRBM,IT,,Biotechnology Research,297,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097878
Inox Tech S.p.A.,IT,,Oil and Gas,84,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.098006
Iperal Supermercati,IT,,Retail,,5,theirstack,Retail - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091491
Mapei,IT,,Manufacturing,,5,theirstack,Chemicals - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091468
Oberalp Group,IT,,Sporting Goods Manufacturing,811,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097931
Shopfully,IT,,Software Development,547,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097948
The Level Group,IT,,Software Development,336,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097899
emeis Italia,IT,,Hospitals and Health Care,286,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/it,1,CDQO,2026-04-15T07:17:58.097910
Royal Jordanian,JO,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095494
Telia Jordanien,JO,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097047
ASICS,JP,,Apparel,,5,theirstack,Sports apparel - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090520
Aisin,JP,,Automotive,,5,theirstack,Auto parts - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090791
Canon,JP,,Technology,,5,theirstack,Cameras - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090737
Denso,JP,,Automotive,,5,theirstack,Auto parts - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090781
Fujitsu,JP,,Technology,,5,theirstack,IT services - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090716
Hitachi,JP,,Technology,,5,theirstack,Conglomerate - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090534
Honda,JP,,Automotive,,5,theirstack,Cars - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090632
Mazda,JP,,Automotive,,5,theirstack,Cars - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090670
Mitsubishi,JP,,Manufacturing,,5,theirstack,Conglomerate - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090579
Mitsubishi Electric,JP,,Technology,,5,theirstack,Electronics - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090704
Nissan,JP,,Automotive,,5,theirstack,Cars - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090593
Panasonic,JP,,Technology,,5,theirstack,Electronics - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090727
Ricoh,JP,,Technology,,5,theirstack,Printers - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090749
Sharp,JP,,Technology,,5,theirstack,Electronics - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090760
Sony,JP,,Technology,,5,theirstack,Electronics - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090568
Subaru,JP,,Automotive,,5,theirstack,Cars - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090692
Toshiba,JP,,Technology,,5,theirstack,Electronics - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090770
Toyota,JP,,Automotive,,5,theirstack,Cars - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090557
Yamaha,JP,,Manufacturing,,5,theirstack,Musical instruments - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090509
Telia Kenya,KE,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097136
About DEEX Korea 딕스코리아를 말하다 - 딕스코리아 DEEX Korea,KR,deex.co.kr,,,5,web_mention,Microsoft Dynamics NAV 의 한국어 번역과 한국 부가세 처리 및 신고를 위한 모듈을 개발합니다. 완구 제조업체인 오로라 월드의 미국법인 ERP 프로젝트를 진행합니다. 전체 매출 9억원 중에서 수출 비중이 …,country_expansion_v5_kr,https://deex.co.kr/about/,1,CDQO,2026-04-15T07:17:58.108452
Hyundai,KR,,Automotive,,5,theirstack,Cars - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092614
Hyundai Mobis,KR,,Automotive,,5,theirstack,Auto parts - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092871
Kia Motors,KR,,Automotive,,5,theirstack,Cars - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092881
LG Chem,KR,,Chemicals,,5,theirstack,Chemicals - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092685
LG Chem Battery,KR,,Manufacturing,,5,theirstack,Batteries - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092850
LG Display,KR,,Technology,,5,theirstack,Displays - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092726
LG Electronics,KR,,Technology,,5,theirstack,Electronics - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092604
LG Energy Solution,KR,,Manufacturing,,5,theirstack,Batteries - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092705
LG Group,KR,,Conglomerate,,5,theirstack,Conglomerate - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092634
LG Innotek,KR,,Technology,,5,theirstack,Components - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092797
SK Battery,KR,,Manufacturing,,5,theirstack,Batteries - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092861
SK Group,KR,,Conglomerate,,5,theirstack,Conglomerate - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092624
SK Hynix,KR,,Technology,,5,theirstack,Semiconductors - Dynamics NAV,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092756
SK Innovation,KR,,Oil & Gas,,5,theirstack,Energy - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092695
Samsung,KR,,Technology,,5,theirstack,Electronics - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092592
Samsung C&T,KR,,Construction,,5,theirstack,Construction - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092667
Samsung Display,KR,,Technology,,5,theirstack,Displays - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092737
Samsung Electro-Mechanics,KR,,Technology,,5,theirstack,Components - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092838
Samsung Electronics,KR,,Technology,,5,theirstack,Electronics - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092777
Samsung SDI,KR,,Manufacturing,,5,theirstack,Batteries - Navision,theirstack_asia_batch2,,1,CDQO,2026-04-15T07:17:58.092716
Jazeera Airways,KW,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095358
Kuwait Airways,KW,,Transportation,,5,theirstack,Airlines - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095383
Telia Kuwait,KW,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096995
Middle East Airlines,LB,,Transportation,,5,theirstack,Airlines - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095534
Telia Libanon,LB,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097058
Bite Lithuania,LT,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096401
Elisa Lithuania,LT,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096532
Luminor Lithuania,LT,,Finance,,5,theirstack,Banking - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096227
SEB Lithuania,LT,,Finance,,5,theirstack,Banking - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096188
Swedbank Lithuania,LT,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096208
Tele2 Lithuania,LT,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096448
Telia Litauen,LT,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096832
Telia Lithuania,LT,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096391
Bite Latvia,LV,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096371
Citadele,LV,,Finance,,5,theirstack,Banking - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096119
Elisa Latvia,LV,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096513
